"Gene ID","Transcript","# exons","Transcript length","Protein length"
"cgd7_2690","cgd7_2690-RA","1","840","279"
"cgd7_270","cgd7_270-RA","1","3498","1165"
"cgd7_2700","cgd7_2700-RA","1","3915","1274"
"cgd7_2710","cgd7_2710-RA","1","1956","651"
"cgd7_2720","cgd7_2720-RA","1","5349","1782"
"cgd7_2730","cgd7_2730-RA","1","2115","704"
"cgd7_2740","cgd7_2740-RA","3","1251","389"
"cgd7_2750","cgd7_2750-RA","1","2541","846"
"cgd7_2760","cgd7_2760-RA","1","7329","2442"
"cgd7_2770","cgd7_2770-RA","1","4554","1517"
"cgd7_2780","cgd7_2780-RA","1","2457","818"
"cgd7_2790","cgd7_2790-RA","1","1276","394"
"cgd7_280","cgd7_280-RA","1","1179","392"
"cgd7_2800","cgd7_2800-RA","3","653","154"
"cgd7_2810","cgd7_2810-RA","1","798","265"
"cgd7_2820","cgd7_2820-RA","1","2652","883"
"cgd7_2830","cgd7_2830-RA","1","2394","797"
"cgd7_2840","cgd7_2840-RA","2","480","159"
"cgd7_2850","cgd7_2850-RA","1","2022","673"
"cgd7_2860","cgd7_2860-RA","1","2478","825"
"cgd7_2870","cgd7_2870-RA","1","3828","1275"
"cgd7_2880","cgd7_2880-RA","1","447","148"
"cgd7_2890","cgd7_2890-RA","1","1062","162"
"cgd7_290","cgd7_290-RA","1","1941","646"
"cgd7_2900","cgd7_2900-RA","1","942","313"
"cgd7_2910","cgd7_2910-RA","1","2004","667"
"cgd7_2920","cgd7_2920-RA","1","2376","791"
"cgd7_2930","cgd7_2930-RA","1","663","220"
"cgd7_2940","cgd7_2940-RA","1","1608","535"
"cgd7_2950","cgd7_2950-RA","1","1218","400"
"cgd7_2960","cgd7_2960-RA","1","1041","346"
"cgd7_2970","cgd7_2970-RA","1","501","166"
"cgd7_2980","cgd7_2980-RA","1","1332","443"
"cgd7_2990","cgd7_2990-RA","1","1036","288"
"cgd7_30","cgd7_30-RA","1","7425","2474"
"cgd7_300","cgd7_300-RA","1","5025","1674"
"cgd7_3000","cgd7_3000-RA","1","657","218"
"cgd7_3010","cgd7_3010-RA","1","615","204"
"cgd7_3020","cgd7_3020-RA","1","1395","464"
"cgd7_3030","cgd7_3030-RA","1","2649","882"
"cgd7_3040","cgd7_3040-RA","1","4965","1654"
"cgd7_3050","cgd7_3050-RA","1","1956","651"
"cgd7_3060","cgd7_3060-RA","1","2952","983"
"cgd7_3070","cgd7_3070-RA","1","780","259"
"cgd7_3080","cgd7_3080-RA","1","1998","665"
"cgd7_3090","cgd7_3090-RA","1","2061","686"
"cgd7_310","cgd7_310-RA","1","1607","458"
"cgd7_3100","cgd7_3100-RA","1","1665","554"
"cgd7_3110","cgd7_3110-RA","1","1251","416"
"cgd7_3120","cgd7_3120-RA","1","1761","576"
"cgd7_3130","cgd7_3130-RA","1","1194","397"
"cgd7_3140","cgd7_3140-RA","1","651","187"
"cgd7_3150","cgd7_3150-RA","1","1914","637"
"cgd7_3160","cgd7_3160-RA","1","1348","384"
"cgd7_3170","cgd7_3170-RA","1","654","181"
"cgd7_3180","cgd7_3180-RA","1","1671","537"
"cgd7_3190","cgd7_3190-RA","1","936","311"
"cgd7_320","cgd7_320-RA","1","1397","185"
"cgd7_3200","cgd7_3200-RA","1","996","326"
"cgd7_3210","cgd7_3210-RA","1","957","318"
"cgd7_3220","cgd7_3220-RA","1","834","277"
"cgd7_3230","cgd7_3230-RA","1","714","237"
"cgd7_3240","cgd7_3240-RA","2","216","71"
"cgd7_3250","cgd7_3250-RA","1","792","263"
"cgd7_3260","cgd7_3260-RA","1","792","263"
"cgd7_3270","cgd7_3270-RA","1","3384","1127"
"cgd7_3280","cgd7_3280-RA","1","573","190"
"cgd7_3290","cgd7_3290-RA","1","1866","621"
"cgd7_330","cgd7_330-RA","1","1842","605"
"cgd7_3300","cgd7_3300-RA","1","837","278"
"cgd7_3310","cgd7_3310-RA","1","297","97"
"cgd7_3320","cgd7_3320-RA","1","2622","873"
"cgd7_3330","cgd7_3330-RA","1","1152","383"
"cgd7_3340","cgd7_3340-RA","1","546","181"
"cgd7_3350","cgd7_3350-RA","1","1962","641"
"cgd7_3360","cgd7_3360-RA","1","2496","831"
"cgd7_3370","cgd7_3370-RA","1","951","316"
"cgd7_3380","cgd7_3380-RA","1","627","208"
"cgd7_3390","cgd7_3390-RA","1","2385","794"
"cgd7_340","cgd7_340-RA","1","2199","732"
"cgd7_3400","cgd7_3400-RA","1","438","145"
"cgd7_3410","cgd7_3410-RA","1","1779","592"
"cgd7_3420","cgd7_3420-RA","1","501","166"
"cgd7_3430","cgd7_3430-RA","1","1914","637"
"cgd7_3440","cgd7_3440-RA","3","838","247"
"cgd7_3450","cgd7_3450-RA","1","1908","635"
"cgd7_3460","cgd7_3460-RA","1","873","290"
"cgd7_3470","cgd7_3470-RA","1","3993","1330"
"cgd7_3480","cgd7_3480-RA","2","1875","624"
"cgd7_3490","cgd7_3490-RA","1","753","250"
"cgd7_350","cgd7_350-RA","1","1125","374"
"cgd7_3500","cgd7_3500-RA","1","807","268"
"cgd7_3510","cgd7_3510-RA","2","2491","775"
"cgd7_3513","cgd7_3513-RA","3","312","94"
"cgd7_353","cgd7_353-RA","2","441","130"
"cgd7_3530","cgd7_3530-RA","1","1485","494"
"cgd7_3540","cgd7_3540-RA","1","1569","515"
"cgd7_3550","cgd7_3550-RA","1","1449","482"
"cgd7_3560","cgd7_3560-RA","1","597","198"
"cgd7_3570","cgd7_3570-RA","1","1875","624"
"cgd7_3573","cgd7_3573-RA","2","343","111"
"cgd7_3580","cgd7_3580-RA","1","1971","653"
"cgd7_3590","cgd7_3590-RA","1","1656","551"
"cgd7_360","cgd7_360-RA","1","2859","655"
"cgd7_3600","cgd7_3600-RA","1","1938","645"
"cgd7_3610","cgd7_3610-RA","1","903","300"
"cgd7_3620","cgd7_3620-RA","1","1359","452"
"cgd7_3630","cgd7_3630-RA","1","1443","480"
"cgd7_3633","cgd7_3633-RA","1","2251","742"
"cgd7_3640","cgd7_3640-RA","1","1638","545"
"cgd7_3650","cgd7_3650-RA","1","840","279"
"cgd7_3660","cgd7_3660-RA","1","852","236"
"cgd7_3670","cgd7_3670-RA","1","2364","787"
"cgd7_3680","cgd7_3680-RA","1","2376","791"
"cgd7_3690","cgd7_3690-RA","1","2211","736"
"cgd7_370","cgd7_370-RA","1","2184","611"
"cgd7_3700","cgd7_3700-RA","1","456","151"
"cgd7_3710","cgd7_3710-RA","1","2007","668"
"cgd7_3720","cgd7_3720-RA","1","3827","1177"
"cgd7_3730","cgd7_3730-RA","1","1401","466"
"cgd7_3740","cgd7_3740-RA","1","684","227"
"cgd7_3750","cgd7_3750-RA","1","2385","794"
"cgd7_3760","cgd7_3760-RA","4","768","233"
"cgd7_3763","cgd7_3763-RA","1","539","93"
"cgd7_3770","cgd7_3770-RA","1","339","112"
"cgd7_3780","cgd7_3780-RA","1","1791","596"
"cgd7_3790","cgd7_3790-RA","1","2451","816"
"cgd7_380","cgd7_380-RA","1","1740","579"
"cgd7_3800","cgd7_3800-RA","1","8706","2901"
"cgd7_3810","cgd7_3810-RA","1","5148","1715"
"cgd7_3820","cgd7_3820-RA","1","4266","1421"
"cgd7_3830","cgd7_3830-RA","1","1913","603"
"cgd7_3840","cgd7_3840-RA","1","2253","750"
"cgd7_3850","cgd7_3850-RA","1","714","237"
"cgd7_3860","cgd7_3860-RA","1","3780","1259"
"cgd7_3870","cgd7_3870-RA","1","4998","1665"
"cgd7_3873","cgd7_3873-RA","4","402","94"
"cgd7_3880","cgd7_3880-RA","1","1884","627"
"cgd7_3883","cgd7_3883-RA","1","1404","457"
"cgd7_3890","cgd7_3890-RA","1","1074","357"
"cgd7_390","cgd7_390-RA","1","1158","385"
"cgd7_3900","cgd7_3900-RA","1","894","297"
"cgd7_3910","cgd7_3910-RA","1","1698","565"
"cgd7_3920","cgd7_3920-RA","1","504","167"
"cgd7_3930","cgd7_3930-RA","3","997","298"
"cgd7_3940","cgd7_3940-RA","1","1191","395"
"cgd7_3950","cgd7_3950-RA","1","1296","431"
"cgd7_3960","cgd7_3960-RA","1","1284","420"
"cgd7_3970","cgd7_3970-RA","2","383","80"
"cgd7_3980","cgd7_3980-RA","1","1779","592"
"cgd7_3990","cgd7_3990-RA","1","265","83"
"cgd7_40","cgd7_40-RA","1","2475","813"
"cgd7_400","cgd7_400-RA","1","1684","347"
"cgd7_4000","cgd7_4000-RA","1","1421","370"
"cgd7_4010","cgd7_4010-RA","1","2676","891"
"cgd7_4020","cgd7_4020-RA","1","5814","1937"
"cgd7_4025","cgd7_4025-RA","1","71","N/A"
"cgd7_4030","cgd7_4030-RA","1","1913","586"
"cgd7_4040","cgd7_4040-RA","1","542","106"
"cgd7_4050","cgd7_4050-RA","1","249","79"
"cgd7_4060","cgd7_4060-RA","1","2043","680"
"cgd7_4070","cgd7_4070-RA","3","1319","391"
"cgd7_4080","cgd7_4080-RA","1","1356","430"
"cgd7_4090","cgd7_4090-RA","1","2076","691"
"cgd7_4093","cgd7_4093-RA","1","311","21"
"cgd7_410","cgd7_410-RA","1","2068","405"
"cgd7_4100","cgd7_4100-RA","1","2398","726"
"cgd7_4110","cgd7_4110-RA","1","1590","529"
"cgd7_4120","cgd7_4120-RA","1","1245","414"
"cgd7_4130","cgd7_4130-RA","1","1527","505"
"cgd7_4140","cgd7_4140-RA","1","1227","408"
"cgd7_4150","cgd7_4150-RA","1","1890","629"
"cgd7_4160","cgd7_4160-RA","1","1914","637"
"cgd7_4170","cgd7_4170-RA","1","1107","368"
"cgd7_4180","cgd7_4180-RA","2","531","176"
"cgd7_4190","cgd7_4190-RA","1","3390","1129"
"cgd7_420","cgd7_420-RA","1","6358","2042"
"cgd7_4200","cgd7_4200-RA","1","405","134"
"cgd7_4210","cgd7_4210-RA","2","311","81"
"cgd7_4213","cgd7_4213-RA","2","427","124"
"cgd7_4220","cgd7_4220-RA","1","1599","532"
"cgd7_4230","cgd7_4230-RA","1","1833","610"
"cgd7_4240","cgd7_4240-RA","1","885","273"
"cgd7_4250","cgd7_4250-RA","1","1996","595"
"cgd7_4260","cgd7_4260-RA","1","1821","606"
"cgd7_4270","cgd7_4270-RA","1","750","249"
"cgd7_4280","cgd7_4280-RA","1","3342","1113"
"cgd7_4290","cgd7_4290-RA","1","1566","521"
"cgd7_430","cgd7_430-RA","1","963","320"
"cgd7_4300","cgd7_4300-RA","2","1081","344"
"cgd7_4310","cgd7_4310-RA","1","4998","1665"
"cgd7_4320","cgd7_4320-RA","1","1032","343"
"cgd7_4330","cgd7_4330-RA","1","1785","594"
"cgd7_4333","cgd7_4333-RA","4","1707","515"
"cgd7_4340","cgd7_4340-RA","1","9729","3242"
"cgd7_4350","cgd7_4350-RA","1","4983","1660"
"cgd7_4360","cgd7_4360-RA","3","894","224"
"cgd7_4370","cgd7_4370-RA","4","423","130"
"cgd7_4380","cgd7_4380-RA","2","719","219"
"cgd7_4390","cgd7_4390-RA","1","1098","307"
"cgd7_440","cgd7_440-RA","1","1740","485"
"cgd7_4400","cgd7_4400-RA","1","1392","463"
"cgd7_4410","cgd7_4410-RA","1","978","325"
"cgd7_4420","cgd7_4420-RA","1","2481","826"
"cgd7_4430","cgd7_4430-RA","1","330","109"
"cgd7_4440","cgd7_4440-RA","1","879","292"
"cgd7_4450","cgd7_4450-RA","1","1149","382"
"cgd7_4460","cgd7_4460-RA","1","555","184"
"cgd7_4470","cgd7_4470-RA","1","1362","453"
"cgd7_4480","cgd7_4480-RA","1","1152","383"
"cgd7_4490","cgd7_4490-RA","1","4935","1633"
"cgd7_450","cgd7_450-RA","1","1895","450"
"cgd7_4500","cgd7_4500-RA","1","2511","836"
"cgd7_4510","cgd7_4510-RA","1","5474","1592"
"cgd7_4520","cgd7_4520-RA","1","4601","1393"
"cgd7_4530","cgd7_4530-RA","1","5676","1891"
"cgd7_4540","cgd7_4540-RA","1","1107","148"
"cgd7_4550","cgd7_4550-RA","2","237","78"
"cgd7_4560","cgd7_4560-RA","1","9249","3082"
"cgd7_4570","cgd7_4570-RA","1","681","226"
"cgd7_4580","cgd7_4580-RA","1","366","115"
"cgd7_4590","cgd7_4590-RA","1","1209","402"
"cgd7_460","cgd7_460-RA","1","4090","1291"
"cgd7_4600","cgd7_4600-RA","1","1713","570"
"cgd7_4610","cgd7_4610-RA","1","1068","355"
"cgd7_4620","cgd7_4620-RA","2","2223","740"
"cgd7_4630","cgd7_4630-RA","2","710","128"
"cgd7_4640","cgd7_4640-RA","1","945","301"
"cgd7_4650","cgd7_4650-RA","1","486","161"
"cgd7_4660","cgd7_4660-RA","1","1398","465"
"cgd7_4663","cgd7_4663-RA","1","226","73"
"cgd7_4670","cgd7_4670-RA","1","456","151"
"cgd7_4680","cgd7_4680-RA","1","1167","388"
"cgd7_4690","cgd7_4690-RA","1","2745","914"
"cgd7_470","cgd7_470-RA","1","987","316"
"cgd7_4700","cgd7_4700-RA","1","648","215"
"cgd7_4710","cgd7_4710-RA","1","996","331"
"cgd7_4713","cgd7_4713-RA","2","1011","251"
"cgd7_4720","cgd7_4720-RA","1","1497","239"
"cgd7_4730","cgd7_4730-RA","1","1169","341"
"cgd7_4740","cgd7_4740-RA","1","1764","587"
"cgd7_4750","cgd7_4750-RA","1","982","246"
"cgd7_4760","cgd7_4760-RA","3","936","261"
"cgd7_4770","cgd7_4770-RA","1","390","129"
"cgd7_4780","cgd7_4780-RA","2","675","186"
"cgd7_4790","cgd7_4790-RA","1","2055","684"
"cgd7_480","cgd7_480-RA","1","1183","321"
"cgd7_4800","cgd7_4800-RA","1","1860","601"
"cgd7_4810","cgd7_4810-RA","1","2139","712"
"cgd7_4820","cgd7_4820-RA","1","1252","395"
"cgd7_4825","cgd7_4825-RA","1","94","N/A"
"cgd7_4830","cgd7_4830-RA","1","2865","954"
"cgd7_4840","cgd7_4840-RA","1","807","268"
"cgd7_4850","cgd7_4850-RA","2","861","286"
"cgd7_4860","cgd7_4860-RA","1","4815","1604"
"cgd7_4870","cgd7_4870-RA","3","725","137"
"cgd7_4873","cgd7_4873-RA","1","489","82"
"cgd7_4880","cgd7_4880-RA","1","1272","328"
"cgd7_4890","cgd7_4890-RA","1","1385","399"
"cgd7_490","cgd7_490-RA","1","645","214"
"cgd7_4900","cgd7_4900-RA","1","3251","910"
"cgd7_4910","cgd7_4910-RA","1","936","311"
"cgd7_4920","cgd7_4920-RA","1","1674","557"
"cgd7_4933","cgd7_4933-RA","4","2037","672"
"cgd7_4950","cgd7_4950-RA","1","1092","363"
"cgd7_4955","cgd7_4955-RA","1","74","N/A"
"cgd7_4960","cgd7_4960-RA","1","2055","684"
"cgd7_4970","cgd7_4970-RA","1","2566","467"
"cgd7_4975","cgd7_4975-RA","1","120","N/A"
"cgd7_4976","cgd7_4976-RA","1","120","N/A"
"cgd7_4977","cgd7_4977-RA","1","120","N/A"
"cgd7_4980","cgd7_4980-RA","1","6456","2151"
"cgd7_4990","cgd7_4990-RA","1","20043","6680"
"cgd7_4995","cgd7_4995-RA","1","103","N/A"
"cgd7_5","cgd7_5-RA","1","421","N/A"
"cgd7_50","cgd7_50-RA","1","381","126"
"cgd7_500","cgd7_500-RA","1","1828","576"
"cgd7_5000","cgd7_5000-RA","1","2383","608"
"cgd7_5010","cgd7_5010-RA","1","3700","1153"
"cgd7_5015","cgd7_5015-RA","1","97","N/A"
"cgd7_5020","cgd7_5020-RA","1","1844","536"
"cgd7_503","cgd7_503-RA","2","321","106"
"cgd7_5030","cgd7_5030-RA","1","1782","593"
"cgd7_5040","cgd7_5040-RA","1","3257","1040"
"cgd7_5050","cgd7_5050-RA","1","4188","1395"
"cgd7_5060","cgd7_5060-RA","1","1162","127"
"cgd7_5070","cgd7_5070-RA","2","522","172"
"cgd7_5080","cgd7_5080-RA","1","2013","670"
"cgd7_5090","cgd7_5090-RA","1","1855","574"
"cgd7_5100","cgd7_5100-RA","1","1671","556"
"cgd7_5105","cgd7_5105-RA","1","104","N/A"
"cgd7_5106","cgd7_5106-RA","1","122","N/A"
"cgd7_5107","cgd7_5107-RA","1","78","N/A"
"cgd7_5110","cgd7_5110-RA","1","1371","456"
"cgd7_5120","cgd7_5120-RA","1","1512","503"
"cgd7_5130","cgd7_5130-RA","1","4875","1624"
"cgd7_5140","cgd7_5140-RA","3","1074","302"
"cgd7_5150","cgd7_5150-RA","1","1890","629"
"cgd7_5160","cgd7_5160-RA","1","369","121"
"cgd7_5170","cgd7_5170-RA","1","531","176"
"cgd7_5180","cgd7_5180-RA","1","1353","450"
"cgd7_5190","cgd7_5190-RA","1","1242","413"
"cgd7_520","cgd7_520-RA","1","2337","778"
"cgd7_5200","cgd7_5200-RA","1","873","290"
"cgd7_5210","cgd7_5210-RA","1","1542","513"
"cgd7_5220","cgd7_5220-RA","1","1692","563"
"cgd7_5230","cgd7_5230-RA","1","537","166"
"cgd7_5240","cgd7_5240-RA","1","1224","407"
"cgd7_5250","cgd7_5250-RA","1","1344","433"
"cgd7_5253","cgd7_5253-RA","2","503","49"
"cgd7_5260","cgd7_5260-RA","1","1668","555"
"cgd7_5270","cgd7_5270-RA","1","1373","335"
"cgd7_5280","cgd7_5280-RA","1","1774","523"
"cgd7_5290","cgd7_5290-RA","1","1131","376"
"cgd7_530","cgd7_530-RA","3","622","122"
"cgd7_5300","cgd7_5300-RA","1","1704","567"
"cgd7_5310","cgd7_5310-RA","1","609","197"
"cgd7_5320","cgd7_5320-RA","1","561","186"
"cgd7_5330","cgd7_5330-RA","1","1995","664"
"cgd7_5340","cgd7_5340-RA","1","1647","548"
"cgd7_5350","cgd7_5350-RA","1","664","98"
"cgd7_5360","cgd7_5360-RA","1","1974","657"
"cgd7_5370","cgd7_5370-RA","1","1176","391"
"cgd7_5380","cgd7_5380-RA","1","801","266"
"cgd7_5390","cgd7_5390-RA","1","984","327"
"cgd7_540","cgd7_540-RA","1","1401","466"
"cgd7_5400","cgd7_5400-RA","1","609","202"
"cgd7_5410","cgd7_5410-RA","1","2843","890"
"cgd7_5420","cgd7_5420-RA","1","1572","523"
"cgd7_5430","cgd7_5430-RA","1","1746","581"
"cgd7_5440","cgd7_5440-RA","1","9690","3229"
"cgd7_5450","cgd7_5450-RA","1","1005","334"
"cgd7_5460","cgd7_5460-RA","1","2901","966"
"cgd7_5470","cgd7_5470-RA","1","1209","402"
"cgd7_5480","cgd7_5480-RA","1","6972","2323"
"cgd7_5490","cgd7_5490-RA","2","1120","348"
"cgd7_550","cgd7_550-RA","1","1209","402"
"cgd7_5500","cgd7_5500-RA","1","4452","1483"
"cgd7_5510","cgd7_5510-RA","1","720","239"
"cgd7_5520","cgd7_5520-RA","1","2856","951"
"cgd7_5530","cgd7_5530-RA","1","306","101"
"cgd7_560","cgd7_560-RA","1","1995","664"
"cgd7_570","cgd7_570-RA","1","1359","390"
"cgd7_580","cgd7_580-RA","1","3168","1055"
"cgd7_583","cgd7_583-RA","5","2042","589"
"cgd7_6","cgd7_6-RA","1","152","N/A"
"cgd7_60","cgd7_60-RA","2","1507","491"
"cgd7_610","cgd7_610-RA","1","1845","614"
"cgd7_613","cgd7_613-RA","4","405","134"
"cgd7_620","cgd7_620-RA","1","1212","403"
"cgd7_630","cgd7_630-RA","1","948","315"
"cgd7_640","cgd7_640-RA","1","3340","1042"
"cgd7_650","cgd7_650-RA","1","2495","664"
"cgd7_660","cgd7_660-RA","1","849","282"
"cgd7_670","cgd7_670-RA","1","936","311"
"cgd7_680","cgd7_680-RA","1","2340","779"
"cgd7_690","cgd7_690-RA","2","376","97"
"cgd7_7","cgd7_7-RA","1","1749","N/A"
"cgd7_70","cgd7_70-RA","3","1841","513"
"cgd7_700","cgd7_700-RA","3","528","175"
"cgd7_710","cgd7_710-RA","1","3720","1239"
"cgd7_720","cgd7_720-RA","1","1095","364"
"cgd7_730","cgd7_730-RA","1","441","146"
"cgd7_740","cgd7_740-RA","1","4912","1385"
"cgd7_750","cgd7_750-RA","1","1143","380"
"cgd7_753","cgd7_753-RA","2","352","75"
"cgd7_770","cgd7_770-RA","1","4365","1454"
"cgd7_780","cgd7_780-RA","1","1476","491"
"cgd7_790","cgd7_790-RA","1","360","111"
"cgd7_80","cgd7_80-RA","2","1051","312"
"cgd7_800","cgd7_800-RA","1","825","274"
"cgd7_810","cgd7_810-RA","1","1373","315"
"cgd7_820","cgd7_820-RA","1","2643","841"
"cgd7_830","cgd7_830-RA","1","1479","431"
"cgd7_840","cgd7_840-RA","1","405","134"
"cgd7_850","cgd7_850-RA","3","3840","1280"
"cgd7_860","cgd7_860-RA","1","8456","2776"
"cgd7_870","cgd7_870-RA","1","780","259"
"cgd7_880","cgd7_880-RA","1","1761","586"
"cgd7_890","cgd7_890-RA","1","2295","743"
"cgd7_90","cgd7_90-RA","1","2739","912"
"cgd7_900","cgd7_900-RA","1","1512","503"
"cgd7_910","cgd7_910-RA","1","1215","393"
"cgd7_920","cgd7_920-RA","1","3204","1056"
"cgd7_930","cgd7_930-RA","1","1737","578"
"cgd7_940","cgd7_940-RA","1","861","286"
"cgd7_950","cgd7_950-RA","1","1771","473"
"cgd7_960","cgd7_960-RA","1","1605","534"
"cgd7_970","cgd7_970-RA","1","3179","1020"
"cgd7_980","cgd7_980-RA","1","4683","1560"
"cgd7_990","cgd7_990-RA","1","1374","457"
"cgd8_10","cgd8_10-RA","1","1144","290"
"cgd8_100","cgd8_100-RA","1","3979","1249"
"cgd8_1000","cgd8_1000-RA","2","1372","457"
"cgd8_1010","cgd8_1010-RA","1","534","150"
"cgd8_1020","cgd8_1020-RA","4","2409","716"
"cgd8_1030","cgd8_1030-RA","1","2016","656"
"cgd8_1040","cgd8_1040-RA","2","802","216"
"cgd8_1050","cgd8_1050-RA","1","2372","698"
"cgd8_1060","cgd8_1060-RA","1","2251","683"
"cgd8_1070","cgd8_1070-RA","1","1410","389"
"cgd8_1080","cgd8_1080-RA","1","2109","662"
"cgd8_1090","cgd8_1090-RA","1","1495","364"
"cgd8_110","cgd8_110-RA","1","408","135"
"cgd8_1100","cgd8_1100-RA","1","3906","1301"
"cgd8_1110","cgd8_1110-RA","1","663","219"
"cgd8_1113","cgd8_1113-RA","4","418","114"
"cgd8_1120","cgd8_1120-RA","1","2134","530"
"cgd8_1133","cgd8_1133-RA","2","1221","406"
"cgd8_1143","cgd8_1143-RA","3","399","83"
"cgd8_1150","cgd8_1150-RA","2","1773","346"
"cgd8_1160","cgd8_1160-RA","1","1563","520"
"cgd8_1170","cgd8_1170-RA","1","1563","462"
"cgd8_1180","cgd8_1180-RA","1","2629","826"
"cgd8_1190","cgd8_1190-RA","3","669","179"
"cgd8_120","cgd8_120-RA","1","369","122"
"cgd8_1210","cgd8_1210-RA","1","1333","310"
"cgd8_1220","cgd8_1220-RA","1","2391","796"
"cgd8_1230","cgd8_1230-RA","1","2193","730"
"cgd8_1240","cgd8_1240-RA","1","8187","2728"
"cgd8_1260","cgd8_1260-RA","1","2160","717"
"cgd8_1270","cgd8_1270-RA","1","6419","2007"
"cgd8_1280","cgd8_1280-RA","1","501","165"
"cgd8_1290","cgd8_1290-RA","2","1685","506"
"cgd8_130","cgd8_130-RA","1","1807","449"
"cgd8_1300","cgd8_1300-RA","2","4803","1409"
"cgd8_1310","cgd8_1310-RA","1","1527","464"
"cgd8_1320","cgd8_1320-RA","1","2712","903"
"cgd8_1330","cgd8_1330-RA","1","882","293"
"cgd8_1340","cgd8_1340-RA","1","8421","2806"
"cgd8_1350","cgd8_1350-RA","1","1083","360"
"cgd8_1360","cgd8_1360-RA","1","2556","625"
"cgd8_1370","cgd8_1370-RA","1","1464","428"
"cgd8_1380","cgd8_1380-RA","1","3003","844"
"cgd8_140","cgd8_140-RA","1","4389","1061"
"cgd8_1400","cgd8_1400-RA","1","1414","299"
"cgd8_1410","cgd8_1410-RA","1","1617","402"
"cgd8_1420","cgd8_1420-RA","1","3708","1235"
"cgd8_1430","cgd8_1430-RA","1","2259","752"
"cgd8_1433","cgd8_1433-RA","2","530","155"
"cgd8_1440","cgd8_1440-RA","1","1371","417"
"cgd8_1450","cgd8_1450-RA","1","3489","1094"
"cgd8_1460","cgd8_1460-RA","1","2688","895"
"cgd8_1470","cgd8_1470-RA","1","770","154"
"cgd8_1480","cgd8_1480-RA","2","1360","324"
"cgd8_1490","cgd8_1490-RA","1","1499","422"
"cgd8_1490","cgd8_1490-RB","2","768","139"
"cgd8_1490","cgd8_1490-RC","1","824","203"
"cgd8_150","cgd8_150-RA","1","1467","488"
"cgd8_1500","cgd8_1500-RA","1","3195","967"
"cgd8_1510","cgd8_1510-RA","1","4815","1604"
"cgd8_1520","cgd8_1520-RA","1","3618","1205"
"cgd8_1530","cgd8_1530-RA","1","5439","1607"
"cgd8_1540","cgd8_1540-RA","1","795","264"
"cgd8_1550","cgd8_1550-RA","1","1369","386"
"cgd8_1560","cgd8_1560-RA","1","670","189"
"cgd8_1570","cgd8_1570-RA","1","1801","570"
"cgd8_1575","cgd8_1575-RA","1","74","N/A"
"cgd8_1580","cgd8_1580-RA","1","1443","330"
"cgd8_1583","cgd8_1583-RA","1","3987","1295"
"cgd8_1590","cgd8_1590-RA","1","436","136"
"cgd8_160","cgd8_160-RA","3","1912","559"
"cgd8_1600","cgd8_1600-RA","1","2780","789"
"cgd8_1610","cgd8_1610-RA","1","6363","2120"
"cgd8_1620","cgd8_1620-RA","1","1661","471"
"cgd8_1630","cgd8_1630-RA","3","1008","286"
"cgd8_1640","cgd8_1640-RA","1","941","226"
"cgd8_1650","cgd8_1650-RA","1","827","213"
"cgd8_1660","cgd8_1660-RA","1","1429","404"
"cgd8_1670","cgd8_1670-RA","1","1950","493"
"cgd8_1680","cgd8_1680-RA","2","1987","498"
"cgd8_1690","cgd8_1690-RA","1","330","109"
"cgd8_170","cgd8_170-RA","1","3864","1287"
"cgd8_1700","cgd8_1700-RA","1","1443","469"
"cgd8_1710","cgd8_1710-RA","2","925","195"
"cgd8_1720","cgd8_1720-RA","1","2604","822"
"cgd8_1730","cgd8_1730-RA","1","1191","311"
"cgd8_1740","cgd8_1740-RA","1","4716","1506"
"cgd8_1750","cgd8_1750-RA","2","1644","491"
"cgd8_1760","cgd8_1760-RA","1","3723","1240"
"cgd8_1763","cgd8_1763-RA","1","549","28"
"cgd8_1770","cgd8_1770-RA","1","3372","1123"
"cgd8_1780","cgd8_1780-RA","1","2394","701"
"cgd8_1790","cgd8_1790-RA","1","1443","480"
"cgd8_180","cgd8_180-RA","1","7455","2484"
"cgd8_1800","cgd8_1800-RA","1","1098","365"
"cgd8_1810","cgd8_1810-RA","1","978","257"
"cgd8_1820","cgd8_1820-RA","1","2709","406"
"cgd8_1830","cgd8_1830-RA","1","1386","460"
"cgd8_1840","cgd8_1840-RA","3","697","188"
"cgd8_1850","cgd8_1850-RA","1","1166","293"
"cgd8_1860","cgd8_1860-RA","1","2115","704"
"cgd8_1870","cgd8_1870-RA","1","909","302"
"cgd8_1880","cgd8_1880-RA","1","1392","463"
"cgd8_1890","cgd8_1890-RA","1","2435","516"
"cgd8_1893","cgd8_1893-RA","1","626","163"
"cgd8_190","cgd8_190-RA","1","2514","837"
"cgd8_1900","cgd8_1900-RA","1","2742","913"
"cgd8_1910","cgd8_1910-RA","1","2431","521"
"cgd8_1920","cgd8_1920-RA","1","2736","576"
"cgd8_193","cgd8_193-RA","2","614","111"
"cgd8_1930","cgd8_1930-RA","1","10188","3395"
"cgd8_1940","cgd8_1940-RA","1","2508","835"
"cgd8_1950","cgd8_1950-RB","1","838","214"
"cgd8_1950","cgd8_1950-RA","2","751","189"
"cgd8_1960","cgd8_1960-RA","1","2100","699"
"cgd8_1970","cgd8_1970-RA","1","1892","569"
"cgd8_1980","cgd8_1980-RA","2","1195","389"
