gene;start;end;state;chromosome;chr;color
cgd6_3070;708998;710797;Unknown function;6;chr6;1
cgd6_3080;711363;713315;Unknown function;6;chr6;1
cgd6_3090;713776;718272;Unknown function;6;chr6;1
cgd6_3093;718473;719009;Known function;6;chr6;2
cgd6_310;75254;78471;Unknown function;6;chr6;1
cgd6_3100;719165;720298;Known function;6;chr6;2
cgd6_3103;720782;724354;Unknown function;6;chr6;1
cgd6_3110;721705;722103;Unknown function;6;chr6;1
cgd6_3120;725568;727952;Unknown function;6;chr6;1
cgd6_313;77540;78537;Unknown function;6;chr6;1
cgd6_3130;727984;729741;Unknown function;6;chr6;1
cgd6_3140;730336;734211;Known function;6;chr6;2
cgd6_3150;734778;736235;Known function;6;chr6;2
cgd6_3160;736706;739697;Known function;6;chr6;2
cgd6_3170;740347;742824;Known function;6;chr6;2
cgd6_3180;743258;743726;Known function;6;chr6;2
cgd6_3190;744980;747310;Known function;6;chr6;2
cgd6_320;79625;82051;Known function;6;chr6;2
cgd6_3200;747764;749287;Unknown function;6;chr6;1
cgd6_3210;749719;751432;Known function;6;chr6;2
cgd6_3220;751604;753452;Known function;6;chr6;2
cgd6_3230;753533;755641;Known function;6;chr6;2
cgd6_3240;755889;757646;Known function;6;chr6;2
cgd6_3250;757825;758613;Unknown function;6;chr6;1
cgd6_3253;758679;759142;Unknown function;6;chr6;1
cgd6_3260;759593;762223;Unknown function;6;chr6;1
cgd6_3270;762455;763567;Known function;6;chr6;2
cgd6_3280;764532;767624;Known function;6;chr6;2
cgd6_3290;767922;773901;Known function;6;chr6;2
cgd6_330;82081;83021;Known function;6;chr6;2
cgd6_3300;774262;775197;Known function;6;chr6;2
cgd6_3313;775119;776846;Known function;6;chr6;2
cgd6_3330;776937;780173;Known function;6;chr6;2
cgd6_3340;780411;781093;Known function;6;chr6;2
cgd6_3350;781857;783029;Unknown function;6;chr6;1
cgd6_3360;783609;784891;Known function;6;chr6;2
cgd6_3370;785028;786618;Known function;6;chr6;2
cgd6_3380;786894;788192;Known function;6;chr6;2
cgd6_3390;789249;795725;Known function;6;chr6;2
cgd6_340;83712;84476;Unknown function;6;chr6;1
cgd6_3400;796139;799078;Known function;6;chr6;2
cgd6_3410;799324;802110;Known function;6;chr6;2
cgd6_3420;802713;805195;Known function;6;chr6;2
cgd6_3430;805343;806224;Known function;6;chr6;2
cgd6_3440;806549;807118;Unknown function;6;chr6;1
cgd6_3450;807253;808102;Known function;6;chr6;2
cgd6_3460;809474;811816;Unknown function;6;chr6;1
cgd6_3470;812429;813160;Unknown function;6;chr6;1
cgd6_3480;813372;815472;Unknown function;6;chr6;1
cgd6_3490;815659;816620;Known function;6;chr6;2
cgd6_3500;816654;817786;Known function;6;chr6;2
cgd6_3510;818446;819045;Unknown function;6;chr6;1
cgd6_3520;819697;823896;Unknown function;6;chr6;1
cgd6_3530;824432;826825;Known function;6;chr6;2
cgd6_3540;827260;828171;Known function;6;chr6;2
cgd6_3550;828767;829887;Known function;6;chr6;2
cgd6_3560;830028;831647;Known function;6;chr6;2
cgd6_3565;832164;832234;Unknown function;6;chr6;1
cgd6_3570;832488;835487;Known function;6;chr6;2
cgd6_3580;835676;836503;Known function;6;chr6;2
cgd6_3590;836852;838274;Known function;6;chr6;2
cgd6_360;85459;85830;Known function;6;chr6;2
cgd6_3600;838583;839332;Unknown function;6;chr6;1
cgd6_3610;840320;841735;Known function;6;chr6;2
cgd6_3620;841791;842981;Known function;6;chr6;2
cgd6_3623;843717;844989;Unknown function;6;chr6;1
cgd6_3630;845474;847486;Known function;6;chr6;2
cgd6_3640;848645;850372;Known function;6;chr6;2
cgd6_3650;850601;857593;Known function;6;chr6;2
cgd6_3660;858339;859562;Known function;6;chr6;2
cgd6_3663;859753;860508;Known function;6;chr6;2
cgd6_3670;860727;861359;Unknown function;6;chr6;1
cgd6_3680;861972;863711;Unknown function;6;chr6;1
cgd6_3690;864267;865772;Known function;6;chr6;2
cgd6_3710;866381;866560;Known function;6;chr6;2
cgd6_3715;867223;867294;Unknown function;6;chr6;1
cgd6_3720;867366;868318;Known function;6;chr6;2
cgd6_3730;868907;875716;Known function;6;chr6;2
cgd6_3740;876386;877111;Known function;6;chr6;2
cgd6_3750;877226;879154;Known function;6;chr6;2
cgd6_3760;879891;882559;Unknown function;6;chr6;1
cgd6_3763;883313;883783;Unknown function;6;chr6;1
cgd6_3770;883675;884787;Unknown function;6;chr6;1
cgd6_3780;884904;885533;Unknown function;6;chr6;1
cgd6_3790;886254;887989;Known function;6;chr6;2
cgd6_380;89178;89621;Known function;6;chr6;2
cgd6_3800;888235;889906;Known function;6;chr6;2
cgd6_3810;890023;891018;Known function;6;chr6;2
cgd6_3820;891142;892545;Known function;6;chr6;2
cgd6_3830;893193;894095;Known function;6;chr6;2
cgd6_3840;894260;896419;Known function;6;chr6;2
cgd6_3850;896484;896888;Known function;6;chr6;2
cgd6_3860;897551;901998;Known function;6;chr6;2
cgd6_3863;900867;901430;Known function;6;chr6;2
cgd6_3870;902206;903828;Unknown function;6;chr6;1
cgd6_3880;904102;905523;Known function;6;chr6;2
cgd6_3890;905640;905969;Unknown function;6;chr6;1
cgd6_390;89840;92377;Unknown function;6;chr6;1
cgd6_3900;906625;907659;Unknown function;6;chr6;1
cgd6_3910;907795;909345;Known function;6;chr6;2
cgd6_3920;909818;912463;Known function;6;chr6;2
cgd6_3930;913002;915758;Unknown function;6;chr6;1
cgd6_3940;917052;917930;Unknown function;6;chr6;1
cgd6_3950;919118;922003;Known function;6;chr6;2
cgd6_3960;922197;925670;Known function;6;chr6;2
cgd6_3970;925762;926421;Known function;6;chr6;2
cgd6_3980;926677;927150;Unknown function;6;chr6;1
cgd6_3990;927808;929115;Known function;6;chr6;2
cgd6_40;12447;13025;Unknown function;6;chr6;1
cgd6_400;93186;94537;Known function;6;chr6;2
cgd6_4000;930566;932503;Unknown function;6;chr6;1
cgd6_4010;932646;933131;Unknown function;6;chr6;1
cgd6_4020;933755;937375;Known function;6;chr6;2
cgd6_4030;937901;941014;Unknown function;6;chr6;1
cgd6_4040;941068;944837;Known function;6;chr6;2
cgd6_4050;945233;947635;Unknown function;6;chr6;1
cgd6_4060;947933;948671;Known function;6;chr6;2
cgd6_4070;948755;951017;Known function;6;chr6;2
cgd6_4080;951126;952854;Known function;6;chr6;2
cgd6_4090;953737;954768;Unknown function;6;chr6;1
cgd6_410;95136;96596;Known function;6;chr6;2
cgd6_4100;955353;955658;Unknown function;6;chr6;1
cgd6_4110;956063;961367;Known function;6;chr6;2
cgd6_4120;961767;962634;Unknown function;6;chr6;1
cgd6_4130;962815;963711;Known function;6;chr6;2
cgd6_4140;963978;966068;Known function;6;chr6;2
cgd6_4150;966693;971609;Known function;6;chr6;2
cgd6_4153;972260;973387;Known function;6;chr6;2
cgd6_4160;973878;974966;Known function;6;chr6;2
cgd6_4170;975265;978267;Unknown function;6;chr6;1
cgd6_4180;978280;978894;Known function;6;chr6;2
cgd6_4190;979594;980262;Known function;6;chr6;2
cgd6_420;97384;98517;Unknown function;6;chr6;1
cgd6_4200;982063;983577;Known function;6;chr6;2
cgd6_4210;983987;987541;Known function;6;chr6;2
cgd6_4220;988117;989535;Known function;6;chr6;2
cgd6_4230;989827;991296;Unknown function;6;chr6;1
cgd6_4240;993549;995078;Known function;6;chr6;2
cgd6_4250;995238;998099;Known function;6;chr6;2
cgd6_4260;998190;998921;Known function;6;chr6;2
cgd6_4270;999185;999988;Known function;6;chr6;2
cgd6_4280;1000458;1001828;Unknown function;6;chr6;1
cgd6_4290;1002285;1013702;Known function;6;chr6;2
cgd6_430;99446;99928;Unknown function;6;chr6;1
cgd6_4300;1014221;1016395;Unknown function;6;chr6;1
cgd6_4310;1016628;1022423;Known function;6;chr6;2
cgd6_4320;1022484;1023455;Known function;6;chr6;2
cgd6_4330;1023742;1024695;Known function;6;chr6;2
cgd6_4340;1025214;1029882;Known function;6;chr6;2
cgd6_4350;1030424;1031722;Known function;6;chr6;2
cgd6_4360;1031812;1032519;Unknown function;6;chr6;1
cgd6_4370;1033141;1034933;Known function;6;chr6;2
cgd6_4380;1035694;1037184;Known function;6;chr6;2
cgd6_4390;1037387;1039120;Unknown function;6;chr6;1
cgd6_440;100068;101669;Known function;6;chr6;2
cgd6_4400;1039879;1042038;Known function;6;chr6;2
cgd6_4410;1042208;1045462;Known function;6;chr6;2
cgd6_4420;1045696;1048668;Known function;6;chr6;2
cgd6_4430;1048948;1049952;Unknown function;6;chr6;1
cgd6_4440;1050992;1052242;Unknown function;6;chr6;1
cgd6_4450;1052377;1052742;Known function;6;chr6;2
cgd6_4460;1053014;1060690;Known function;6;chr6;2
cgd6_4470;1063119;1065386;Unknown function;6;chr6;1
cgd6_4480;1066421;1067947;Known function;6;chr6;2
cgd6_4485;1068290;1068362;Unknown function;6;chr6;1
cgd6_4490;1068791;1069441;Known function;6;chr6;2
cgd6_450;101705;102787;Unknown function;6;chr6;1
cgd6_4500;1069622;1072729;Known function;6;chr6;2
cgd6_4510;1072931;1074880;Known function;6;chr6;2
cgd6_4520;1075167;1077363;Unknown function;6;chr6;1
cgd6_4530;1077708;1080745;Unknown function;6;chr6;1
cgd6_4540;1080961;1081932;Known function;6;chr6;2
cgd6_4550;1082874;1085639;Known function;6;chr6;2
cgd6_4560;1085908;1091682;Known function;6;chr6;2
cgd6_4570;1091957;1093402;Known function;6;chr6;2
cgd6_4580;1093718;1094677;Known function;6;chr6;2
cgd6_4590;1095158;1096132;Known function;6;chr6;2
cgd6_460;103183;103758;Unknown function;6;chr6;1
cgd6_4600;1096773;1097321;Known function;6;chr6;2
cgd6_4610;1097645;1098803;Known function;6;chr6;2
cgd6_4620;1099081;1099657;Known function;6;chr6;2
cgd6_4630;1100123;1100749;Known function;6;chr6;2
cgd6_4640;1100963;1103243;Unknown function;6;chr6;1
cgd6_4650;1103677;1106962;Known function;6;chr6;2
cgd6_4660;1108801;1110381;Known function;6;chr6;2
cgd6_4670;1110682;1112418;Known function;6;chr6;2
cgd6_4680;1112675;1114348;Known function;6;chr6;2
cgd6_4690;1114399;1116474;Known function;6;chr6;2
cgd6_470;104389;105744;Known function;6;chr6;2
cgd6_4700;1116967;1120818;Known function;6;chr6;2
cgd6_4710;1121057;1123477;Known function;6;chr6;2
cgd6_4730;1126983;1127819;Known function;6;chr6;2
cgd6_4740;1128784;1129617;Unknown function;6;chr6;1
cgd6_4750;1129837;1132932;Known function;6;chr6;2
cgd6_4760;1134602;1136024;Known function;6;chr6;2
cgd6_4770;1136513;1137541;Known function;6;chr6;2
cgd6_4780;1137737;1138957;Unknown function;6;chr6;1
cgd6_4783;1138981;1139627;Known function;6;chr6;2
cgd6_4790;1139746;1143276;Known function;6;chr6;2
cgd6_480;106404;107630;Unknown function;6;chr6;1
cgd6_4800;1143594;1144913;Known function;6;chr6;2
cgd6_4810;1145519;1145845;Unknown function;6;chr6;1
cgd6_4820;1146283;1146606;Unknown function;6;chr6;1
cgd6_4830;1147168;1148889;Known function;6;chr6;2
cgd6_4840;1150541;1154654;Known function;6;chr6;2
cgd6_4850;1155401;1157131;Known function;6;chr6;2
cgd6_4860;1157330;1159546;Known function;6;chr6;2
cgd6_4870;1159697;1161391;Unknown function;6;chr6;1
cgd6_4880;1161969;1163174;Known function;6;chr6;2
cgd6_4890;1163508;1164848;Known function;6;chr6;2
cgd6_490;107722;109537;Known function;6;chr6;2
cgd6_4900;1165608;1166024;Known function;6;chr6;2
cgd6_4910;1166660;1168423;Known function;6;chr6;2
cgd6_4920;1169246;1170967;Unknown function;6;chr6;1
cgd6_4925;1171011;1171092;Unknown function;6;chr6;1
cgd6_4930;1172150;1174804;Known function;6;chr6;2
cgd6_4940;1175436;1176794;Known function;6;chr6;2
cgd6_4950;1177490;1178278;Unknown function;6;chr6;1
cgd6_4960;1178768;1180224;Known function;6;chr6;2
cgd6_4970;1180368;1182224;Known function;6;chr6;2
cgd6_4980;1182375;1182758;Unknown function;6;chr6;1
cgd6_4990;1182792;1183943;Known function;6;chr6;2
cgd6_4993;1184354;1184607;Unknown function;6;chr6;1
cgd6_50;14408;14932;Unknown function;6;chr6;1
cgd6_500;111056;116959;Known function;6;chr6;2
cgd6_5000;1184868;1188731;Known function;6;chr6;2
cgd6_5030;1190825;1191352;Known function;6;chr6;2
cgd6_5040;1191652;1192570;Known function;6;chr6;2
cgd6_5050;1192680;1194049;Unknown function;6;chr6;1
cgd6_5060;1194458;1196467;Known function;6;chr6;2
cgd6_5070;1197010;1198473;Known function;6;chr6;2
cgd6_5080;1198821;1200431;Known function;6;chr6;2
cgd6_5090;1200860;1202581;Known function;6;chr6;2
cgd6_510;116831;118044;Known function;6;chr6;2
cgd6_5100;1203161;1204483;Known function;6;chr6;2
cgd6_5103;1204646;1205186;Known function;6;chr6;2
cgd6_5110;1205304;1213439;Unknown function;6;chr6;1
cgd6_5120;1213658;1214344;Known function;6;chr6;2
cgd6_5130;1214652;1216046;Known function;6;chr6;2
cgd6_5140;1216456;1217865;Known function;6;chr6;2
cgd6_5150;1217955;1219334;Known function;6;chr6;2
cgd6_5160;1220015;1221046;Known function;6;chr6;2
cgd6_5170;1221053;1223530;Known function;6;chr6;2
cgd6_5180;1224123;1226330;Unknown function;6;chr6;1
cgd6_520;119687;122998;Known function;6;chr6;2
cgd6_5220;1231542;1233470;Known function;6;chr6;2
cgd6_5230;1234191;1235558;Unknown function;6;chr6;1
cgd6_5240;1236251;1238305;Known function;6;chr6;2
cgd6_5250;1238615;1245313;Known function;6;chr6;2
cgd6_5260;1246065;1248317;Known function;6;chr6;2
cgd6_5270;1248735;1249217;Unknown function;6;chr6;1
cgd6_5280;1249613;1252957;Unknown function;6;chr6;1
cgd6_530;123307;125532;Known function;6;chr6;2
cgd6_5310;1256369;1260277;Unknown function;6;chr6;1
cgd6_5320;1260608;1263418;Known function;6;chr6;2
cgd6_5330;1264216;1266936;Unknown function;6;chr6;1
cgd6_5340;1268000;1269697;Known function;6;chr6;2
cgd6_5350;1270171;1272519;Known function;6;chr6;2
cgd6_5360;1273152;1274612;Unknown function;6;chr6;1
cgd6_5370;1275041;1276078;Unknown function;6;chr6;1
cgd6_5380;1276259;1280491;Unknown function;6;chr6;1
cgd6_5390;1281284;1282915;Unknown function;6;chr6;1
cgd6_540;125644;128484;Known function;6;chr6;2
cgd6_5400;1283113;1285116;Unknown function;6;chr6;1
cgd6_5410;1285380;1287515;Unknown function;6;chr6;1
cgd6_5420;1287837;1291787;Unknown function;6;chr6;1
cgd6_5430;1292454;1293800;Unknown function;6;chr6;1
cgd6_5440;1294457;1298290;Unknown function;6;chr6;1
cgd6_5450;1298956;1304527;Known function;6;chr6;2
cgd6_5460;1304878;1306167;Known function;6;chr6;2
cgd6_5470;1316162;1316980;Unknown function;6;chr6;1
cgd6_5480;1318890;1319579;Known function;6;chr6;2
cgd6_5490;1320106;1320810;Known function;6;chr6;2
cgd6_550;129299;130939;Known function;6;chr6;2
cgd6_5500;1321420;1322304;Unknown function;6;chr6;1
cgd6_5510;1325091;1326563;Known function;6;chr6;2
cgd6_5520;1326748;1328460;Known function;6;chr6;2
cgd6_560;131470;134481;Known function;6;chr6;2
cgd6_570;134982;135422;Known function;6;chr6;2
cgd6_580;136637;140227;Known function;6;chr6;2
cgd6_590;140668;144264;Known function;6;chr6;2
cgd6_60;17815;22503;Unknown function;6;chr6;1
cgd6_600;145149;146318;Unknown function;6;chr6;1
cgd6_610;146322;148321;Known function;6;chr6;2
cgd6_620;148480;150059;Known function;6;chr6;2
cgd6_630;151350;151910;Known function;6;chr6;2
cgd6_640;151937;154681;Unknown function;6;chr6;1
cgd6_650;155302;157881;Known function;6;chr6;2
cgd6_660;158849;160750;Known function;6;chr6;2
cgd6_670;160857;165680;Known function;6;chr6;2
cgd6_680;166259;171256;Known function;6;chr6;2
cgd6_690;171467;172525;Known function;6;chr6;2
cgd6_70;22636;23934;Known function;6;chr6;2
cgd6_700;173420;174439;Known function;6;chr6;2
cgd6_710;175179;176549;Unknown function;6;chr6;1
cgd6_720;178806;182072;Known function;6;chr6;2
cgd6_730;182197;188010;Known function;6;chr6;2
cgd6_740;189158;190507;Unknown function;6;chr6;1
cgd6_750;190951;191973;Known function;6;chr6;2
cgd6_760;192331;195303;Known function;6;chr6;2
cgd6_763;196349;196669;Known function;6;chr6;2
cgd6_770;197262;198038;Unknown function;6;chr6;1
cgd6_780;198786;200889;Known function;6;chr6;2
cgd6_80;24270;25652;Known function;6;chr6;2
cgd6_800;201480;202930;Known function;6;chr6;2
cgd6_810;203292;204551;Known function;6;chr6;2
cgd6_820;205335;206249;Unknown function;6;chr6;1
cgd6_830;206578;215695;Known function;6;chr6;2
cgd6_840;216759;218280;Known function;6;chr6;2
cgd6_850;218609;220183;Known function;6;chr6;2
cgd6_860;220378;221157;Unknown function;6;chr6;1
cgd6_870;221675;223958;Unknown function;6;chr6;1
cgd6_876;224130;224202;Unknown function;6;chr6;1
cgd6_880;225101;231192;Known function;6;chr6;2
cgd6_890;231881;232396;Unknown function;6;chr6;1
cgd6_90;26308;28647;Known function;6;chr6;2
cgd6_900;232437;234578;Known function;6;chr6;2
cgd6_910;235153;235632;Known function;6;chr6;2
cgd6_920;236095;237697;Known function;6;chr6;2
cgd6_930;238149;239412;Known function;6;chr6;2
cgd6_940;239647;241559;Known function;6;chr6;2
cgd6_950;242237;243559;Known function;6;chr6;2
cgd6_960;244163;246363;Known function;6;chr6;2
cgd6_970;246687;248159;Known function;6;chr6;2
cgd6_980;248189;249592;Known function;6;chr6;2
cgd6_990;249843;250958;Known function;6;chr6;2
cgd7_10;5947;9234;Unknown function;7;chr7;1
cgd7_100;33467;34501;Known function;7;chr7;2
cgd7_1000;243560;244612;Known function;7;chr7;2
cgd7_1010;244613;262199;Known function;7;chr7;2
cgd7_1020;263294;263728;Known function;7;chr7;2
cgd7_1030;263999;264751;Known function;7;chr7;2
cgd7_1040;265372;266050;Known function;7;chr7;2
cgd7_1050;266304;267623;Known function;7;chr7;2
cgd7_1060;267710;268753;Unknown function;7;chr7;1
cgd7_1070;268735;270438;Known function;7;chr7;2
cgd7_1080;270576;271625;Known function;7;chr7;2
cgd7_1090;273303;274493;Known function;7;chr7;2
cgd7_110;35119;38139;Known function;7;chr7;2
cgd7_1100;274498;276510;Unknown function;7;chr7;1
cgd7_1110;276633;278281;Known function;7;chr7;2
cgd7_1120;278783;281063;Known function;7;chr7;2
cgd7_1130;281248;285850;Known function;7;chr7;2
cgd7_1140;286488;288822;Unknown function;7;chr7;1
cgd7_1143;288766;289867;Unknown function;7;chr7;1
cgd7_1150;290391;293966;Known function;7;chr7;2
cgd7_1160;293331;298242;Known function;7;chr7;2
cgd7_1170;298784;302139;Known function;7;chr7;2
cgd7_1180;302385;303068;Known function;7;chr7;2
cgd7_1190;303626;306109;Known function;7;chr7;2
cgd7_120;38545;39723;Known function;7;chr7;2
cgd7_1200;306249;309290;Known function;7;chr7;2
cgd7_1210;310203;310814;Unknown function;7;chr7;1
cgd7_1220;311031;312818;Unknown function;7;chr7;1
cgd7_1230;313022;314585;Unknown function;7;chr7;1
cgd7_1240;314708;315694;Unknown function;7;chr7;1
cgd7_1250;315812;316117;Unknown function;7;chr7;1
cgd7_1260;316366;319494;Known function;7;chr7;2
cgd7_1270;319347;332389;Unknown function;7;chr7;1
cgd7_1280;333290;334272;Unknown function;7;chr7;1
cgd7_1290;334718;336457;Unknown function;7;chr7;1
cgd7_13;9631;12863;Unknown function;7;chr7;1
cgd7_130;40572;42088;Known function;7;chr7;2
cgd7_1300;336939;341390;Known function;7;chr7;2
cgd7_1310;342055;344402;Known function;7;chr7;2
cgd7_1320;344622;346184;Known function;7;chr7;2
cgd7_1330;346374;348875;Known function;7;chr7;2
cgd7_1340;349164;353042;Unknown function;7;chr7;1
cgd7_1350;354073;355576;Unknown function;7;chr7;1
cgd7_1360;356988;360026;Known function;7;chr7;2
cgd7_1370;360653;361234;Unknown function;7;chr7;1
cgd7_1380;361355;362371;Known function;7;chr7;2
cgd7_1390;362520;363521;Known function;7;chr7;2
cgd7_140;42120;44843;Known function;7;chr7;2
cgd7_1400;363648;365840;Known function;7;chr7;2
cgd7_1410;366691;368926;Known function;7;chr7;2
cgd7_1420;369293;369670;Unknown function;7;chr7;1
cgd7_1430;369854;371245;Known function;7;chr7;2
cgd7_1440;371387;373336;Known function;7;chr7;2
cgd7_1450;373631;374740;Unknown function;7;chr7;1
cgd7_1460;375157;375417;Known function;7;chr7;2
cgd7_1470;375651;376685;Known function;7;chr7;2
